,layer,type,coords.x1,coords.x2,coords.x3
2816,D,Bone,6.0450000763,1.6030000448,-2.7820000648
2817,D,Tooth,6.1079998016,1.8960000277,-2.6719999313
2818,D,Bone,6.4260001183,1.6740000248,-2.7590000629
2819,D,Bone,6.123000145,1.7059999704,-2.8359999657
2820,D,Bone,6.0929999352,1.6749999523,-2.8340001106
2821,D,Bone,6.0300002098,1.7460000515,-2.8350000381
2822,D,Tooth,6.1479997635,1.8849999905,-2.8150000572
2823,D,Bone,6.2150001526,1.8799999952,-2.8180000782
2824,D,Bone,6.8800001144,1.7359999418,-2.8450000286
2834,D,Bone,8.3120002747,1.371999979,-2.7969999313
2835,D,Bone,8.3920001984,1.4049999714,-2.7860000134
2836,D,Bone,8.3459997177,1.4600000381,-2.7739999294
2837,D,Bone,8.406999588,1.5010000467,-2.7890000343
2838,D,Lithic,8.498000145,1.3710000515,-2.7809998989
2839,D,Bone,8.3350000381,1.2860000134,-2.7820000648
2840,D,Lithic,8.3990001678,1.1169999838,-2.7630000114
2841,D,Bone,8.2729997635,1.3480000496,-2.7820000648
2842,D,Bone,8.3179998398,1.3489999771,-2.7980000973
2843,D,Bone,8.8389997482,1.2869999409,-2.7739999294
2844,D,Bone,8.2930002213,1.0599999428,-2.7769999504
2845,D,Bone,8.1809997559,1.1540000439,-2.7990000248
2846,D,Bone,8.3159999847,1.0590000153,-2.8169999123
2847,D,Bone,8.1350002289,1.118999958,-2.7839999199
2848,D,Lithic,8.0740003586,1.1019999981,-2.7750000954
2849,D,Bone,8.0869998932,1.1369999647,-2.7839999199
2850,D,Bone,8.1160001755,1.1100000143,-2.7939999104
2851,D,Bone,8.1180000305,1.0529999733,-2.7990000248
2852,D,Bone,8.142999649,1.0019999743,-2.7669999599
2853,D,Bone,8.3090000153,1.0210000277,-2.7990000248
2854,D,Bone,8.2989997864,1.0119999647,-2.7909998894
2855,D,Lithic,8.1700000763,1.0520000458,-2.7899999619
2856,D,Bone,8.1440000534,1.0279999971,-2.7899999619
2864,D,Bone,3.8819999695,2.5280001163,-2.867000103
2865,D,Bone,3.760999918,2.3740000725,-2.9210000038
2866,D,Tooth,3.7820000648,2.4749999046,-2.9489998817
2873,D,Bone,4.0399999619,2.0329999924,-2.868999958
2874,D,Bone,4.881000042,2.3380000591,-2.878000021
2875,D,Bone,4.0520000458,2.0810000896,-2.9240000248
2899,D,Bone,6.6659998894,1.9129999876,-2.8740000725
2900,D,Bone,6.1100001335,1.7009999752,-2.8659999371
2901,D,Bone,6.7150001526,1.8630000353,-2.9059998989
2902,D,Tooth,6.0050001144,1.6690000296,-2.8840000629
2903,D,Bone,6.0390000343,1.7819999456,-2.9170000553
2910,D,Bone,8.4910001755,1.0980000496,-2.878000021
2911,D,Bone,8.2770004272,1.32099998,-2.8699998856
2912,D,Bone,8.3219995499,1.1319999695,-2.9159998894
2913,D,Bone,8.6789999008,1.2159999609,-2.9249999523
2920,D,Bone,3.3919999599,2.0829999447,-3.013999939
2921,D,Tooth,3.7760000229,2.3949999809,-3.0280001163
2922,D,Bone,3.9010000229,2.4230000973,-3.0460000038
2923,D,Bone,3.888999939,2.486000061,-3.0380001068
2924,D,Bone,3.9249999523,2.5480000973,-3.0260000229
2925,D,Bone,3.8699998856,2.6400001049,-2.9560000896
2926,D,Bone,3.8599998951,2.6689999104,-2.9539999962
2927,D,Bone,3.2219998837,2.0090000629,-3.0120000839
2928,D,Bone,3.7650001049,2.3499999046,-3.0290000439
2936,D,Bone,8.654999733,1.1260000467,-2.9800000191
2937,D,Tooth,8.5530004501,1.0559999943,-2.986000061
2938,D,Tooth,8.5609998703,1.2330000401,-3.0099999905
2939,D,Bone,8.1700000763,1.2430000305,-3.0069999695
2940,D,Tooth,8.2030000687,1.3530000448,-2.9900000095
2941,D,Lithic,8.265999794,1.3550000191,-2.9639999866
2942,D,Bone,8.25,1.3489999771,-2.9930000305
2943,D,Bone,8.7790002823,1.0859999657,-2.9839999676
2944,D,Bone,8.2080001831,1.057000041,-3.0150001049
2945,D,Lithic,8.6850004196,1.1569999456,-2.9379999638
2946,D,Bone,8.3389997482,1.3650000095,-3.0069999695
2947,D,Lithic,8.8219995499,1.1050000191,-3.0409998894
2948,D,Lithic,8.7390003204,1.121999979,-3.0429999828
2953,D,Bone,3.5720000267,2.3129999638,-3.0699999332
2954,D,Bone,3.7539999485,2.4300000668,-3.0840001106
2955,D,Bone,3.7950000763,2.3710000515,-3.0789999962
2956,D,Bone,3.8459999561,2.3580000401,-3.0710000992
2957,D,Bone,3.8110001087,2.5599999428,-3.0639998913
2958,D,Bone,3.6579999924,2.4170000553,-3.0950000286
2959,D,Bone,3.7109999657,2.3139998913,-3.0920000076
2960,D,Bone,3.6080000401,2.3380000591,-3.0929999352
2961,D,Bone,3.625,2.3619999886,-3.0859999657
2962,D,Bone,3.6749999523,2.2339999676,-3.0739998817
2963,D,Bone,3.6449999809,2.1819999218,-3.0729999542
2964,D,Bone,3.7230000496,2.4100000858,-3.1029999256
2965,D,Bone,3.7369999886,2.6800000668,-3.0499999523
2966,D,Bone,3.638999939,2.382999897,-3.1129999161
2967,D,Bone,3.6679999828,2.2539999485,-3.1210000515
2968,D,Bone,3.625,2.1649999619,-3.1410000324
2969,D,Bone,3.7149999142,2.242000103,-3.1029999256
2970,D,Bone,3.7070000172,2.2929999828,-3.128000021
2971,D,Tooth,3.8080000877,2.256000042,-3.132999897
2972,D,Bone,3.7550001144,2.260999918,-3.1459999084
2973,D,Bone,3.7509999275,2.2139999866,-3.135999918
2974,D,Bone,3.6900000572,2.5190000534,-3.1419999599
2975,D,Bone,3.6489999294,2.4079999924,-3.131000042
2976,D,Bone,3.5669999123,2.4849998951,-3.1229999065
2977,D,Bone,3.8259999752,2.6919999123,-3.0980000496
2978,D,Lithic,3.861000061,2.6199998856,-3.1370000839
2979,D,Bone,3.8399999142,2.4719998837,-3.1630001068
2980,D,Bone,5.3330001831,2.0460000038,-2.6259999275
3038,D,Micro,7.3572860963,2.317513369,-1.7999999523
3039,D,Micro,7.3572860963,2.317513369,-1.8999999762
3040,D,Micro,8.5,1.5,-1.8999999762
3041,D,Micro,4.5,2.5,-2
3042,D,Micro,6.5,1.5,-2
3043,D,Micro,8.5,1.5,-2
3044,D,Micro,8.5,1.5,-2
3045,D,Micro,8.5,1.5,-2
3046,D,Micro,4.5,2.5,-2.0999999046
3047,D,Micro,5.4438502674,2.2660427807,-2.0999999046
3048,D,Micro,5.4415106952,2.2660427807,-2.2000000477
3049,D,Micro,6.5093582888,2.2894385027,-2.2000000477
3050,D,Micro,6.5046791444,2.2894385027,-2.2000000477
3051,D,Micro,7.3572860963,2.317513369,-2.2000000477
3052,D,Micro,7.3572860963,2.317513369,-2.2000000477
3053,D,Micro,6.5,1.5,-2.2000000477
3054,D,Micro,8.5,1.5,-2.2000000477
3055,D,Micro,7.3572860963,2.317513369,-2.2999999523
3056,D,Micro,5.4438502674,2.2660427807,-2.4000000954
3057,D,Micro,4.5,2.5,-2.5
3058,D,Micro,4.5,2.5,-2.5
3059,D,Micro,5.4415106952,2.2683823529,-2.5
3060,D,Micro,6.5,1.5,-2.5
3061,D,Micro,8.5,1.5,-2.5
3062,D,Micro,8.5,1.5,-2.5
3063,D,Micro,8.5,1.5,-2.5
3064,D,Micro,8.5,1.5,-2.5
3065,D,Micro,8.5,1.5,-2.5
3066,D,Micro,8.5,1.5,-2.5
3067,D,Micro,8.4064171123,0.8930481283,-2.5
3068,D,Micro,4.5,2.5,-2.5999999046
3069,D,Micro,4.1911764706,1.8556149733,-2.5999999046
3070,D,Micro,3.5093582888,1.827540107,-2.7999999523
